Traditional	Simplified	Pinyin
戲劇	戏剧	xìjù
公佈	公佈	gōngbù
廿	廿	niàn
公佈	公佈	gōngbù
升學	升学	shēngxué
鬧	闹	nào
上下	上下	shàngxià
說道	说道	shuōdào
升學	升学	shēngxué
自有	自有	zìyǒu
維修	维修	wéixiū
傳	传	chuán
走上	走上	zǒushàng
沒辦法	没办法	méibànfǎ
爬	爬	pá
哪些	哪些	nǎxiē
清潔	清洁	qīngjié
探索	探索	tànsuǒ
滋味	滋味	zīwèi
血管	血管	xiěguǎn
解	解	jiě
籌備處	筹备处	chóubèichù
團結	团结	tuánjié
開拓	开拓	kāituò
喜悅	喜悦	xǐyuè
開拓	开拓	kāituò
龍	龙	lóng
團結	团结	tuánjié
價錢	价钱	jiàqián
盡速	尽速	jǐnsù
領導人	领导人	lǐngdǎorén
慢性	慢性	mànxìng
台商	台商	táishāng
不致	不致	búzhì
打工	打工	dǎgōng
創	创	chuàng
限	限	xiàn
公營	公营	gōngyíng
根本	根本	gēnběn
行	行	xíng
珍惜	珍惜	zhēnxí
容量	容量	róngliàng
園區	园区	yuánqū
抬頭	抬头	táitóu
空地	空地	kòngdì
所長	所长	suǒzhǎng
喜悅	喜悦	xǐyuè
停車	停车	tíngchē
馬來西亞	马来西亚	mǎláixīyǎ
停車	停车	tíngchē
國防	国防	guófáng
帶有	带有	dàiyǒu
淘汰	淘汰	táotài
抬頭	抬头	táitóu
注音	注音	zhùyīn
實用	实用	shíyòng
夢想	梦想	mèngxiǎng
奮鬥	奋斗	fèndòu
頗為	颇为	pǒwéi
構造	构造	gòuzào
熱情	热情	rèqíng
必定	必定	bìdìng
水平	水平	shuǐpíng
比賽	比赛	bǐsài
在乎	在乎	zàihū
協議	协议	xiéyì
編制	编制	biānzhì
平面	平面	píngmiàn
剛好	刚好	gānghǎo
彭	彭	péng
放心	放心	fàngxīn
含有	含有	hányǒu
停留	停留	tíngliú
停車場	停车场	tíngchēchǎng
停留	停留	tíngliú
售價	售价	shòujià
解除	解除	jiěchú
照	照	zhào
無形	无形	wúxíng
違法	违法	wéifǎ
解除	解除	jiěchú
北方	北方	běifāng
感覺到	感觉到	gǎnjuédào
打擊	打击	dǎjí
幢	幢	chuáng
模糊	模糊	móhú
對抗	对抗	duìkàng
駐	驻	zhù
會場	会场	huìchǎng
贏	赢	yíng
負	负	fù
景	景	jǐng
回饋	回馈	huíkuì
歧視	歧视	qíshì
昆蟲	昆虫	kūnchóng
原料	原料	yuánliào
歧視	歧视	qíshì
被迫	被迫	bèipò
雲	云	yún
郵件	邮件	yóujiàn
守	守	shǒu
下來	下来	xiàlái
槍	枪	qiāng
劍	剑	jiàn
課外	课外	kèwài
寧靜	宁静	níngjìng
論	论	lùn
編	编	biān
分組	分组	fēnzǔ
預測	预测	yūcè
一同	一同	yītóng
密集	密集	mìjí
代替	代替	dàitì
凡是	凡是	fánshì
開辦	开办	kāibàn
意志	意志	yìzhì
創造力	创造力	chuàngzàolì
開辦	开办	kāibàn
猜	猜	cāi
晚間	晚间	wǎnjiān
密集	密集	mìjí
掙扎	挣扎	zhēngzhá
瓶	瓶	píng
美金	美金	měijīn
挖	挖	wā
投手	投手	tóushǒu
歸	归	guī
發明	发明	fāmíng
分組	分组	fēnzǔ
考察	考察	kǎochá
驚訝	惊讶	jīngyà
聽眾	听众	tīngzhòng
驚訝	惊讶	jīngyà
不可以	不可以	bùkěyǐ
考察	考察	kǎochá
外國人	外国人	wàiguórén
工資	工资	gōngzī
平台	平台	píngtái
模樣	模样	móyàng
說到	说到	shuōdào
遙遠	遥远	yáoyuǎn
豪華	豪华	háohuá
交	交	jiāo
心力	心力	xīnlì
決賽	决赛	juésài
剩	剩	shèng
安慰	安慰	ānwèi
取向	取向	qǔxiàng
兩性	两性	liǎngxìng
度過	度过	dùguò
哇	哇	wā
哈哈	哈哈	hāhā
笑容	笑容	xiàoróng
專用	专用	zhuānyòng
把握	把握	bǎwò
擴張	扩张	kuòzhāng
載	载	zài
傷心	伤心	shāngxīn
盡	尽	jìn
疑問	疑问	yíwèn
遵守	遵守	zūnshǒu
介面	介面	jièmiàn
共和國	共和国	gònghéguó
下雨	下雨	xiàyǔ
感受	感受	gǎnshòu
擴張	扩张	kuòzhāng
示範	示范	shìfàn
大戰	大战	dàzhàn
定位	定位	dìngwèi
亮	亮	liàng
示範	示范	shìfàn
間接	间接	jiànjiē
偵辦	侦办	zhēnbàn
特有	特有	tèyǒu
消除	消除	xiāochú
區分	区分	qūfēn
評價	评价	píngjià
發掘	发掘	fājué
外銷	外销	wàixiāo
還可以	还可以	háikěyǐ
外銷	外销	wàixiāo
不宜	不宜	bùyí
不如	不如	bùrú
隨即	随即	suíjí
隨意	随意	suíyì
踴躍	踊跃	yǒngyuè
能量	能量	néngliàng
接下來	接下来	jiēxiàlái
接到	接到	jiēdào
治安	治安	zhìān
指示	指示	zhǐshì
同步	同步	tóngbù
茶葉	茶叶	cháyè
騙	骗	piàn
富裕	富裕	fùyū
優美	优美	yōuměi
壓抑	压抑	yāyì
優美	优美	yōuměi
預料	预料	yūliào
劇團	剧团	jùtuán
跨	跨	kuà
壓抑	压抑	yāyì
開闢	开闢	kāipì
沒關係	没关系	méiguānxì
機能	机能	jīnéng
名叫	名叫	míngjiào
開闢	开闢	kāipì
念頭	念头	niàntóu
富裕	富裕	fùyū
改良	改良	gǎiliáng
利	利	lì
核准	核准	hézhǔn
接收	接收	jiēshōu
核准	核准	hézhǔn
接收	接收	jiēshōu
相似	相似	xiāngsì
聞	闻	wén
貧窮	贫穷	pínqióng
動物園	动物园	dòngwùyuán
接近	接近	jiējìn
餓	饿	è
瞧	瞧	qiáo
諸如	诸如	zhūrú
分公司	分公司	fēngōngsī
總統府	总统府	zǒngtǒngfǔ
同情	同情	tóngqíng
貧窮	贫穷	pínqióng
鎮公所	镇公所	zhèngōngsuǒ
沙漠	沙漠	shāmò
放下	放下	fàngxià
音色	音色	yīnsè
相較	相较	xiāngjiào
拖	拖	tuō
好友	好友	hǎoyǒu
吸	吸	xī
同情	同情	tóngqíng
走勢	走势	zǒushì
西洋	西洋	xīyáng
書目	书目	shūmù
資本主義	资本主义	zīběnzhǔyì
增	增	zēng
歷程	历程	lìchéng
濃厚	浓厚	nónghòu
失業	失业	shīyè
視野	视野	shìyě
永恆	永恒	yǒnghéng
同志	同志	tóngzhì
中年	中年	zhōngnián
極了	极了	jíle5
清大	清大	qīngdà
記錄	记录	jìlù
風味	风味	fēngwèi
合格	合格	hégé
身子	身子	shēnzi5
百姓	百姓	bǎixìng
太空	太空	tàikōng
大力	大力	dàlì
勉強	勉强	miǎnqiǎng
外來	外来	wàilái
失業	失业	shīyè
生病	生病	shēngbìng
鋼琴	钢琴	gāngqín
號碼	号码	hàomǎ
另	另	lìng
口味	口味	kǒuwèi
天生	天生	tiānshēng
回頭	回头	huítóu
心想	心想	xīnxiǎng
包裝	包装	bāozhuāng
對待	对待	duìdài
遊	遊	yóu
感激	感激	gǎnjī
單	单	dān
師	师	shī
學科	学科	xuékē
感激	感激	gǎnjī
弟子	弟子	dìzǐ
招生	招生	zhāoshēng
好人	好人	hǎorén
倒	倒	dào
捕	捕	bǔ
招生	招生	zhāoshēng
針	针	zhēn
溫度	温度	wēndù
長久	长久	chángjiǔ
運動	运动	yùndòng
焦慮	焦虑	jiāolù
支出	支出	zhīchū
焦慮	焦虑	jiāolù
上班族	上班族	shàngbānzú
一律	一律	yīlù
轉移	转移	zhuǎnyí
關注	关注	guānzhù
響	响	xiǎng
黨部	党部	dǎngbù
轉移	转移	zhuǎnyí
硬	硬	yìng
洗澡	洗澡	xǐzǎo
關注	关注	guānzhù
老鼠	老鼠	lǎoshǔ
昂貴	昂贵	ángguì
決議	决议	juéyì
動員	动员	dòngyuán
在場	在场	zàichǎng
兼顧	兼顾	jiāngù
相比	相比	xiāngbǐ
後果	后果	hòuguǒ
混合	混合	hùnhé
動員	动员	dòngyuán
陰影	阴影	yīnyǐng
海峽	海峡	hǎixiá
幻想	幻想	huànxiǎng
劇場	剧场	jùchǎng
衡量	衡量	héngliáng
頻率	频率	pínlù
衡量	衡量	héngliáng
親切	亲切	qīnqiè
藍	蓝	lán
大膽	大胆	dàdǎn
議會	议会	yìhuì
語意	语意	yǔyì
主因	主因	zhǔyīn
團員	团员	tuányuán
親切	亲切	qīnqiè
世	世	shì
激動	激动	jīdòng
村民	村民	cūnmín
投	投	tóu
交	交	jiāo
官	官	guān
次數	次数	cìshù
恐怖	恐怖	kǒngbù
弱	弱	ruò
屋頂	屋顶	wūdǐng
迷宮	迷宫	mígōng
批判	批判	pīpàn
民生	民生	mínshēng
規畫	规画	guīhuà
唯	唯	wéi
感	感	gǎn
賞	赏	shǎng
綠色	绿色	lùsè
遺憾	遗憾	yíhàn
靈活	灵活	línghuó
內閣	内阁	nèigé
山區	山区	shānqū
做成	做成	zuòchéng
觀光客	观光客	guānguāngkè
出	出	chū
老先生	老先生	lǎoxiānshēng
靈活	灵活	línghuó
研習	研习	yánxí
周邊	周边	zhōubiān
希臘	希腊	xīlà
姓名	姓名	xìngmíng
抓住	抓住	zhuāzhù
合適	合适	héshì
老百姓	老百姓	lǎobǎixìng
再見	再见	zàijiàn
指責	指责	zhǐzé
限於	限于	xiànyū
研習	研习	yánxí
車禍	车祸	chēhuò
曝光	曝光	pùguāng
優惠	优惠	yōuhuì
無意	无意	wúyì
優惠	优惠	yōuhuì
漲	涨	zhàng
實務	实务	shíwù
潛能	潜能	qiánnéng
聞名	闻名	wénmíng
擠	挤	jǐ
說完	说完	shuōwán
歹徒	歹徒	dǎitú
職位	职位	zhíwèi
排列	排列	páiliè
曝光	曝光	pùguāng
師資	师资	shīzī
菲律賓	菲律宾	fēilùbīn
媽祖	妈祖	māzǔ
名義	名义	míngyì
客氣	客气	kèqì
服飾	服饰	fúshì
哎	哎	āi
恐嚇	恐吓	kǒnghè
專心	专心	zhuānxīn
排列	排列	páiliè
執政黨	执政党	zhízhèngdǎng
完畢	完毕	wánbì
氣	气	qì
卡通	卡通	kǎtōng
犀牛	犀牛	xīnióu
遍	遍	biàn
誕生	诞生	dànshēng
出售	出售	chūshòu
用品	用品	yòngpǐn
欠缺	欠缺	qiànquē
自由化	自由化	zìyóuhuà
住戶	住户	zhùhù
台北縣	台北县	táiběixiàn
擺脫	摆脱	bǎituō
供應商	供应商	gōngyìngshāng
講究	讲究	jiǎngjiù
自由化	自由化	zìyóuhuà
命令	命令	mìnglìng
伯伯	伯伯	bóbó
東亞	东亚	dōngyǎ
若要	若要	ruòyào
笑話	笑话	xiàohuà
胸	胸	xiōng
被害人	被害人	bèihàirén
啟用	启用	qǐyòng
拿來	拿来	nálái
帶回	带回	dàihuí
啟用	启用	qǐyòng
必需	必需	bìxū
配置	配置	pèizhì
輔仁	辅仁	fǔrén
提早	提早	tízǎo
溫柔	温柔	wēnróu
談判	谈判	tánpàn
頭痛	头痛	tóutòng
上級	上级	shàngjí
一度	一度	yīdù
配置	配置	pèizhì
諸多	诸多	zhūduō
電動	电动	diàndòng
助益	助益	zhùyì
公職	公职	gōngzhí
冷靜	冷静	lěngjìng
鬼	鬼	guǐ
冷靜	冷静	lěngjìng
合唱團	合唱团	héchàngtuán
求學	求学	qiúxué
重量	重量	zhòngliàng
長榮	长荣	chángróng
陌生	陌生	mòshēng
通路	通路	tōnglù
國父	国父	guófù
目錄	目录	mùlù
敗	败	bài
考古	考古	kǎogǔ
高等	高等	gāoděng
電訊	电讯	diànxùn
遭遇	遭遇	zāoyū
趕	赶	gǎn
台灣省	台湾省	táiwānshěng
體質	体质	tǐzhí
考慮到	考虑到	kǎolùdào
途中	途中	túzhōng
考古	考古	kǎogǔ
決議	决议	juéyì
記載	记载	jìzài
施政	施政	shīzhèng
角	角	jiǎo
先行	先行	xiānxíng
美感	美感	měigǎn
施政	施政	shīzhèng
挑	挑	tiāo
姿態	姿态	zītài
青春	青春	qīngchūn
攤販	摊贩	tānfàn
日漸	日渐	rìjiàn
圖片	图片	túpiàn
衛生局	卫生局	wèishēngjú
彌補	弥补	míbǔ
獨自	独自	dúzì
夥伴	夥伴	huǒbàn
正	正	zhèng
回歸	回归	huíguī
分開	分开	fēnkāi
難題	难题	nántí
羅馬	罗马	luómǎ
明亮	明亮	míngliàng
談話	谈话	tánhuà
藏	藏	cáng
個體	个体	gètǐ
順序	顺序	shùnxù
助教	助教	zhùjiào
前述	前述	qiánshù
帝國	帝国	dìguó
特地	特地	tèdì
執照	执照	zhízhào
名為	名为	míngwéi
部會	部会	bùhuì
新聞局	新闻局	xīnwénjú
新生	新生	xīnshēng
萬物	万物	wànwù
悲劇	悲剧	bēijù
早日	早日	zǎorì
離去	离去	líqù
人選	人选	rénxuǎn
電視台	电视台	diànshìtái
親戚	亲戚	qīnqī
營業額	营业额	yíngyèé
彰化	彰化	zhānghuà
質	质	zhí
一點兒	一点儿	yīdiǎnēr
水源	水源	shuǐyuán
主流	主流	zhǔliú
藝術品	艺术品	yìshùpǐn
離去	离去	líqù
薪水	薪水	xīnshuǐ
觀測	观测	guāncè
愛滋病	爱滋病	àizībìng
簡介	简介	jiǎnjiè
觀測	观测	guāncè
光線	光线	guāngxiàn
範疇	范畴	fànchóu
色情	色情	sèqíng
幅度	幅度	fúdù
夜間部	夜间部	yèjiānbù
佛陀	佛陀	fótuó
南方	南方	nánfāng
首度	首度	shǒudù
胖	胖	pàng
相當於	相当于	xiāngdāngyū
狼	狼	láng
秘密	秘密	mìmì
商場	商场	shāngchǎng
海軍	海军	hǎijūn
尋	寻	xún
鄉村	乡村	xiāngcūn
花錢	花钱	huāqián
甫	甫	fǔ
煩惱	烦恼	fánnǎo
逮捕	逮捕	dǎibǔ
開設	开设	kāishè
廁所	厕所	cèsuǒ
繁殖	繁殖	fánzhí
融合	融合	rónghé
漁船	渔船	yūchuán
繁殖	繁殖	fánzhí
劉	刘	liú
下令	下令	xiàlìng
生動	生动	shēngdòng
融合	融合	rónghé
老太太	老太太	lǎotàitài
成長率	成长率	chéngzhǎnglù
老是	老是	lǎoshì
周	周	zhōu
開設	开设	kāishè
抗	抗	kàng
看好	看好	kànhǎo
阿拉伯	阿拉伯	ālābó
紀念	纪念	jìniàn
長達	长达	chángdá
所屬	所属	suǒshǔ
馬祖	马祖	mǎzǔ
真相	真相	zhēnxiàng
妥善	妥善	tuǒshàn
編目	编目	biānmù
開創	开创	kāichuàng
模特兒	模特儿	mótèēr
圖騰	图腾	túténg
辦公	办公	bàngōng
遲	迟	chí
編目	编目	biānmù
線路	线路	xiànlù
刊物	刊物	kānwù
而後	而后	érhòu
人潮	人潮	réncháo
聲明	声明	shēngmíng
動手	动手	dòngshǒu
購	购	gòu
蛋	蛋	dàn
薪資	薪资	xīnzī
好吃	好吃	hǎochī
開創	开创	kāichuàng
定居	定居	dìngjū
被告	被告	bèigào
安靜	安静	ānjìng
災難	灾难	zāinàn
交談	交谈	jiāotán
定居	定居	dìngjū
同業	同业	tóngyè
住宿	住宿	zhùsù
缺少	缺少	quēshǎo
何必	何必	hébì
住宿	住宿	zhùsù
交談	交谈	jiāotán
便當	便当	biàndāng
抽煙	抽烟	chōuyān
如同	如同	rútóng
領隊	领队	lǐngduì
進出	进出	jìnchū
減	减	jiǎn
新娘	新娘	xīnniáng
圖案	图案	túàn
腳踏車	脚踏车	jiǎotàchē
頻繁	频繁	pínfán
落	落	luò
進出	进出	jìnchū
電梯	电梯	diàntī
學分	学分	xuéfēn
題	题	tí
實習	实习	shíxí
支撐	支撑	zhīchēng
母語	母语	mǔyǔ
包	包	bāo
補習班	补习班	bǔxíbān
實習	实习	shíxí
吃完	吃完	chīwán
鄉下	乡下	xiāngxià
交大	交大	jiāodà
放寬	放宽	fàngkuān
既有	既有	jìyǒu
研討	研讨	yántǎo
抽象	抽象	chōuxiàng
研討	研讨	yántǎo
高山	高山	gāoshān
假設	假设	jiǎshè
販賣	贩卖	fànmài
票	票	piào
販賣	贩卖	fànmài
國土	国土	guótǔ
票	票	piào
無線電	无线电	wúxiàndiàn
各式各樣	各式各样	gèshìgèyàng
前言	前言	qiányán
工商	工商	gōngshāng
激發	激发	jīfā
學歷	学历	xuélì
趣味	趣味	qùwèi
天堂	天堂	tiāntáng
提倡	提倡	tíchàng
總裁	总裁	zǒngcái
分數	分数	fēnshù
上山	上山	shàngshān
失	失	shī
肌膚	肌肤	jīfū
兵	兵	bīng
提倡	提倡	tíchàng
啤酒	啤酒	píjiǔ
公開賽	公开赛	gōngkāisài
信用	信用	xìnyòng
測	测	cè
提案	提案	tíàn
吋	吋	cùn
批評	批评	pīpíng
尾巴	尾巴	yǐba5
風潮	风潮	fēngcháo
星	星	xīng
迷信	迷信	míxìn
吐	吐	tǔ
鐵	铁	tiě
重心	重心	zhòngxīn
迷信	迷信	míxìn
海拔	海拔	hǎibá
眾生	众生	zhòngshēng
明	明	míng
徵收	征收	zhēngshōu
變更	变更	biàngēng
尊敬	尊敬	zūnjìng
徵收	征收	zhēngshōu
線條	线条	xiàntiáo
瘋狂	疯狂	fēngkuáng
總共	总共	zǒnggòng
尊敬	尊敬	zūnjìng
人家	人家	rénjiā
元素	元素	yuánsù
永	永	yǒng
共產黨	共产党	gòngchǎndǎng
共產主義	共产主义	gòngchǎnzhǔyì
加速	加速	jiāsù
鏡子	镜子	jìngzi5
絲毫	丝毫	sīháo
職棒	职棒	zhíbàng
巡迴	巡迴	xúnhuí
自治	自治	zìzhì
終場	终场	zhōngcháng
同	同	tóng
技藝	技艺	jìyì
西班牙	西班牙	xībānyá
合乎	合乎	héhū
巡迴	巡迴	xúnhuí
描寫	描写	miáoxiě
阻止	阻止	zǔzhǐ
假期	假期	jiàqí
偶像	偶像	ǒuxiàng
描寫	描写	miáoxiě
特點	特点	tèdiǎn
高血壓	高血压	gāoxiěyā
返回	返回	fǎnhuí
阻止	阻止	zǔzhǐ
懷念	怀念	huáiniàn
乏	乏	fá
錯過	错过	cuòguò
器官	器官	qìguān
漁民	渔民	yūmín
頭腦	头脑	tóunǎo
樹林	树林	shùlín
分裂	分裂	fēnliè
公告	公告	gōnggào
市面	市面	shìmiàn
羨慕	羨慕	xiànmù
驕傲	骄傲	jiāoào
懷念	怀念	huáiniàn
驕傲	骄傲	jiāoào
住宅區	住宅区	zhùzháiqū
地圖	地图	dìtú
麻煩	麻烦	máfán
長度	长度	chángdù
離	离	lí
相機	相机	xiàngjī
朵	朵	duǒ
產量	产量	chǎnliàng
高層	高层	gāocéng
運算	运算	yùnsuàn
執政	执政	zhízhèng
海岸	海岸	hǎiàn
假	假	jiǎ
運算	运算	yùnsuàn
誠實	诚实	chéngshí
羨慕	羨慕	xiànmù
執政	执政	zhízhèng
隔間	隔间	géjiān
唸書	唸书	niànshū
院校	院校	yuànxiào
除此之外	除此之外	chúcǐzhīwài
棒球	棒球	bàngqiú
圈	圈	quān
壓	压	yā
格外	格外	géwài
寫信	写信	xiěxìn
對策	对策	duìcè
及時	及时	jíshí
種族	种族	zhǒngzú
分工	分工	fēngōng
拜訪	拜访	bàifǎng
前提	前提	qiántí
寫信	写信	xiěxìn
形狀	形状	xíngzhuàng
拜訪	拜访	bàifǎng
居	居	jū
延長	延长	yáncháng
向來	向来	xiànglái
老婆	老婆	lǎopó
弄得	弄得	nòngde5
服食	服食	fúshí
拿起	拿起	náqǐ
指揮	指挥	zhǐhuī
宣傳	宣传	xuānchuán
指揮	指挥	zhǐhuī
要點	要点	yàodiǎn
首都	首都	shǒudū
延長	延长	yáncháng
引用	引用	yǐnyòng
接納	接纳	jiēnà
條文	条文	tiáowén
神秘	神秘	shénmì
專線	专线	zhuānxiàn
移轉	移转	yízhuǎn
詞類	词类	cílèi
憤怒	愤怒	fènnù
審議	审议	shěnyì
學到	学到	xuédào
斷	断	duàn
潰瘍	溃疡	kuìyáng
移轉	移转	yízhuǎn
憤怒	愤怒	fènnù
考	考	kǎo
情景	情景	qíngjǐng
協定	协定	xiédìng
投機	投机	tóujī
姿勢	姿势	zīshì
阿姨	阿姨	àyí
幽默	幽默	yōumò
流傳	流传	liúchuán
幽默	幽默	yōumò
持	持	chí
流傳	流传	liúchuán
接納	接纳	jiēnà
晉級	晋级	jìnjí
耐心	耐心	nàixīn
化解	化解	huàjiě
軌道	轨道	guǐdào
這樣	这样	zhèyàng
記號	记号	jìhào
格局	格局	géjú
強勢	强势	qiángshì
勞資	劳资	láozī
試圖	试图	shìtú
學術界	学术界	xuéshùjiè
且	且	qiě
稱	称	chēng
前進	前进	qiánjìn
未曾	未曾	wèicéng
實	实	shí
法官	法官	fǎguān
炒	炒	chǎo
干擾	干扰	gānrǎo
任	任	rèn
每當	每当	měidāng
怪	怪	guài
好不容易	好不容易	hǎobúróngyì
行動	行动	xíngdòng
拜	拜	bài
勇敢	勇敢	yǒnggǎn
宣稱	宣称	xuānchēng
前進	前进	qiánjìn
指揮	指挥	zhǐhuī
迎接	迎接	yíngjiē
回合	回合	huíhé
攜帶	携带	xīdài
平常	平常	píngcháng
華盛頓	华盛顿	huáshèngdùn
圓滿	圆满	yuánmǎn
港	港	gǎng
榮譽	荣誉	róngyū
確認	确认	quèrèn
大廈	大厦	dàxià
工作室	工作室	gōngzuòshì
平原	平原	píngyuán
聯招	联招	liánzhāo
傳達	传达	chuándá
寶寶	宝宝	bǎobǎo
傳達	传达	chuándá
舉例	举例	jǔlì
故鄉	故乡	gùxiāng
黃色	黄色	huángsè
光復	光复	guāngfù
圓滿	圆满	yuánmǎn
音響	音响	yīnxiǎng
挺	挺	tǐng
翅膀	翅膀	chìbǎng
郭	郭	guō
國宅	国宅	guózhái
記	记	jì
情慾	情慾	qíngyū
偷	偷	tōu
跳舞	跳舞	tiàowǔ
猶	犹	yóu
莊子	庄子	zhuāngzǐ
縮短	缩短	suōduǎn
學業	学业	xuéyè
緊	紧	jǐn
手指	手指	shǒuzhǐ
不料	不料	búliào
矚目	瞩目	zhǔmù
黨營	党营	dǎngyíng
優異	优异	yōuyì
縮短	缩短	suōduǎn
集合	集合	jíhé
護照	护照	hùzhào
承受	承受	chéngshòu
地帶	地带	dìdài
訂單	订单	dìngdān
優異	优异	yōuyì
拓展	拓展	tuòzhǎn
查	查	chá
娶	娶	qǔ
偷偷	偷偷	tōutōu
接獲	接获	jiēhuò
發給	发给	fāgěi
強迫	强迫	qiángpò
如此一來	如此一来	rúcǐyīlái
言	言	yán
天然	天然	tiānrán
暗	暗	àn
愛好	爱好	àihào
帽子	帽子	màozi5
凝聚	凝聚	níngjù
彰化縣	彰化县	zhānghuàxiàn
樹木	树木	shùmù
乙	乙	yǐ
太過	太过	tàiguò
聽見	听见	tīngjiàn
藉以	藉以	jièyǐ
繳	缴	jiǎo
愛好	爱好	àihào
簡化	简化	jiǎnhuà
富	富	fù
簡化	简化	jiǎnhuà
防範	防范	fángfàn
論元	论元	lùnyuán
週期	週期	zhōuqí
地下	地下	dìxià
肩	肩	jiān
男孩子	男孩子	nánháizi5
周遭	周遭	zhōuzāo
悄悄	悄悄	qiāoqiāo
南港	南港	nángǎng
返	返	fǎn
淡江	淡江	dànjiāng
陶瓷	陶瓷	táocí
答覆	答复	dáfù
素質	素质	sùzhí
恨	恨	hèn
作戰	作战	zuòzhàn
堅定	坚定	jiāndìng
增強	增强	zēngqiáng
耳朵	耳朵	ěrduǒ
對立	对立	duìlì
綜合	综合	zònghé
歡喜	欢喜	huānxǐ
模仿	模仿	mófǎng
默默	默默	mòmò
申訴	申诉	shēnsù
歡喜	欢喜	huānxǐ
增強	增强	zēngqiáng
左手	左手	zuǒshǒu
申訴	申诉	shēnsù
入侵	入侵	rùqīn
世人	世人	shìrén
入侵	入侵	rùqīn
友人	友人	yǒurén
文教	文教	wénjiào
麵包	面包	miànbāo
轉	转	zhuǎn
課業	课业	kèyè
團	团	tuán
天文	天文	tiānwén
